season,match_id,player,player_id,team,position,period,minute,start_x,start_y,end_x,end_y,carry_distance_m,carry_duration_s,carry_speed_ms,under_pressure,progressive_carry,defender_proximity_m,n_opponents_in_frame,lines_broken_2d,line_break_2d,pitch_control_gained,downstream_xg_single_poss,downstream_xg_chain
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,1,80.5,59.2,95.7,53.2,14.9425,2.7744,5.3859,1,1,3.0771,8,1,1,0.00794,0.3132,0.3132
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,1,95.7,53.2,88.6,48.7,7.6864,2.2697,3.3865,1,0,2.2559,7,0,0,-0.06667,0.3132,0.3132
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,1,93.3,74.2,111.3,65.2,18.4019,3.7913,4.8537,1,1,6.1413,8,0,0,0.06667,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,3,6.3,7.6,15.5,1.0,10.3533,3.4545,2.9971,1,0,4.657,9,0,0,0.01299,0,0
Ligue1_2021_22,3802690,Armand Lauriente,10688,Lorient,Left Center Forward,1,3,102.3,77.4,102.9,73.5,3.6081,3.589,1.0053,0,0,5.5114,8,0,0,-0.06122,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,3,106.1,77.4,109.1,74.0,4.1462,4.777,0.868,1,0,5.9888,9,0,0,0.0,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,3,11.0,6.1,12.9,9.1,3.2471,0.9488,3.4222,0,0,0.9888,6,1,1,0.0,0,0.0613
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,3,65.7,23.2,62.5,24.3,3.0941,1.7751,1.7431,0,0,3.6002,10,0,0,0.07143,0,0.0613
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,3,61.7,22.8,62.9,31.6,8.1212,2.2609,3.592,0,0,6.3896,10,0,0,0.05195,0,0.0613
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,3,63.6,17.0,62.3,12.1,4.6356,0.6828,6.7892,1,0,2.725,10,0,0,0.06349,0,0.0613
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,4,98.9,62.2,106.6,59.2,7.5564,1.0359,7.2944,0,1,1.6994,10,0,0,-0.0875,0.0613,0.0613
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,4,91.6,45.7,103.1,49.6,11.1038,4.5368,2.4475,1,1,0.6621,10,2,1,-0.04167,0.0613,0.0613
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,5,93.1,73.5,88.2,68.8,6.2085,0.9996,6.2107,1,0,1.0386,10,0,0,-0.07407,0,0
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,5,66.6,21.5,67.0,30.3,8.055,3.7077,2.1725,0,0,10.5617,9,0,0,-0.1039,0,0
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,5,79.6,18.8,84.6,8.7,10.3052,1.1776,8.7507,0,0,5.9004,9,0,0,-0.14815,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,5,92.9,72.2,85.4,61.5,11.9482,2.2482,5.3146,1,0,3.8306,9,0,0,-0.075,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,6,66.4,51.3,74.1,55.1,7.8516,2.2373,3.5094,0,0,10.281,10,0,0,0.175,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,6,83.1,69.0,89.0,72.7,6.3681,4.3974,1.4482,1,0,9.2881,9,0,0,-0.08333,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,6,51.4,13.4,58.7,24.6,12.2246,1.1835,10.329,1,0,2.1176,9,1,1,0.00833,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,7,40.1,73.7,46.9,68.2,7.9972,5.7117,1.4001,0,0,14.6764,7,0,0,0.07778,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,7,85.6,69.0,98.0,68.8,11.34,3.0456,3.7234,1,1,8.2874,10,0,0,0.20879,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,8,88.0,73.3,94.4,69.9,6.6267,2.4841,2.6676,0,1,8.6459,10,0,0,0.1,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,8,28.1,69.5,68.3,75.5,37.1661,5.2853,7.032,0,1,0.892,6,1,1,-0.4321,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,9,87.3,73.5,88.8,68.6,4.6858,3.0082,1.5577,1,0,3.765,9,0,0,0.0,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,9,28.3,12.6,43.7,14.5,14.1885,2.426,5.8484,0,1,4.1367,7,0,0,-0.2449,0.0841,0.0841
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,9,100.1,19.6,112.1,26.4,12.6121,1.4924,8.451,0,1,5.2736,2,0,0,0.0,0.0841,0.0841
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,10,18.0,5.1,12.0,8.3,6.2179,1.7385,3.5766,0,0,,,,,,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,10,40.1,74.2,63.8,73.7,21.6761,5.6724,3.8214,0,1,8.8495,10,0,0,0.13492,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,10,54.8,65.8,56.3,57.9,7.3528,2.0511,3.5848,0,0,7.547,10,0,0,-0.14286,0,0
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,10,63.4,19.2,67.7,10.8,8.6289,0.9856,8.7552,0,0,9.2753,10,0,0,-0.15152,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,10,72.1,46.6,74.9,48.1,2.9046,1.8483,1.5715,0,0,5.7077,9,0,0,0.03571,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,10,77.9,69.5,101.2,67.2,21.4091,4.708,4.5473,0,1,13.9618,10,0,0,0.13889,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,11,21.4,27.8,42.0,29.7,18.9166,4.4403,4.2602,0,1,,,,,,0.0484,0.0484
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,11,40.7,10.2,42.2,5.3,4.6858,2.2297,2.1016,1,0,9.1821,9,0,0,0.01587,0.0484,0.0484
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,11,64.4,66.5,63.6,63.5,2.8391,0.4726,6.0079,0,0,7.5629,9,0,0,0.05357,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,11,90.7,30.8,105.1,24.5,14.3724,1.3498,10.6475,1,1,2.7447,4,0,0,0.03571,0.0484,0.0484
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,11,105.1,17.1,107.6,19.4,3.1063,0.6484,4.7904,1,0,3.1474,9,1,1,0.01562,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,11,107.6,19.4,116.6,21.6,8.4719,1.5065,5.6234,1,0,1.2219,9,1,1,-0.15,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,12,30.2,62.4,41.3,73.5,14.354,2.9469,4.8709,0,0,2.1841,8,0,0,0.0,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,12,83.5,16.6,91.8,23.7,9.9875,2.6653,3.7472,0,1,4.866,10,0,0,-0.14545,0.0083,0.0083
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,12,47.5,73.9,59.7,65.0,13.8087,4.8666,2.8374,0,1,,,,,,0,0
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,13,74.7,22.0,76.4,18.8,3.3134,1.3119,2.5257,0,0,10.4597,10,0,0,0.01786,0,0
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,13,81.3,13.4,79.6,16.8,3.4759,0.7651,4.5429,0,0,4.8196,10,0,0,-0.07143,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,13,92.9,75.9,87.3,73.7,5.5016,0.9171,5.9987,0,0,3.5726,10,0,0,-0.12698,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,14,79.6,13.0,91.6,7.6,12.0326,2.6296,4.5759,1,1,10.5858,10,0,0,0.14815,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,14,26.1,52.8,27.0,48.9,3.6599,0.8404,4.3548,1,0,3.9559,7,0,0,-0.03571,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,14,32.1,34.6,34.9,39.7,5.32,1.9283,2.7589,0,0,7.0911,10,0,0,0.04167,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,14,90.9,72.0,101.4,75.5,10.1206,1.1268,8.9819,1,0,,,,,,0,0
Ligue1_2021_22,3802690,Thomas Monconduit,3770,Lorient,Right Defensive Midfield,1,14,101.2,72.3,102.5,75.9,3.4999,1.5334,2.2825,1,0,,,,,,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,14,29.6,35.7,28.9,42.1,5.8871,2.0069,2.9334,0,0,5.4255,6,0,0,0.05714,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,14,21.5,54.3,26.2,50.2,5.7031,3.4291,1.6632,0,0,,,,,,0,0
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,14,43.1,10.2,46.3,37.4,25.0432,5.6223,4.4542,0,0,7.4523,10,1,1,0.05,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,14,55.2,62.6,62.7,66.7,7.8158,3.2127,2.4328,0,0,10.546,10,0,0,-0.11111,0,0
Ligue1_2021_22,3802690,Mauro Emanuel Icardi Rivero,6987,Paris Saint-Germain,Left Center Forward,1,15,98.0,46.1,108.9,44.2,10.1172,1.315,7.6936,1,1,1.7723,8,0,0,0.0,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,15,91.0,49.3,94.4,39.7,9.3125,2.5636,3.6326,1,0,0.7685,10,0,0,-0.01136,0,0
Ligue1_2021_22,3802690,Armand Lauriente,10688,Lorient,Left Center Forward,1,15,28.9,36.5,56.1,34.6,24.9323,3.2891,7.5803,0,1,4.1979,10,0,0,0.07857,0.5644,0.5644
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,15,77.5,32.3,108.5,39.7,29.1428,4.3484,6.702,0,1,3.9523,6,0,0,0.0,0.5644,0.5644
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,15,50.3,69.0,54.0,67.1,3.8033,0.9869,3.8538,0,0,10.8419,9,0,0,0.08929,0,0
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,16,47.5,48.1,62.9,43.6,14.6706,2.8571,5.1348,0,1,12.9653,9,0,0,0.19048,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,16,62.7,33.3,81.3,37.2,17.3777,2.3719,7.3264,0,1,10.9427,9,1,1,0.09375,0.0125,0.0125
Ligue1_2021_22,3802690,Armand Lauriente,10688,Lorient,Left Center Forward,1,16,99.3,23.5,113.8,22.3,13.3041,4.615,2.8828,0,1,6.8737,4,0,0,0.0102,0.0125,0.0125
Ligue1_2021_22,3802690,Armand Lauriente,10688,Lorient,Left Center Forward,1,16,104.6,9.4,98.6,13.0,6.3982,1.7873,3.5799,0,0,7.7282,10,0,0,-0.01389,0.0418,0.0418
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,16,101.6,25.8,98.8,32.8,6.8939,3.501,1.9691,0,0,3.732,10,0,0,-0.15,0.0418,0.0418
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,17,29.8,38.2,39.2,34.6,9.2042,4.1381,2.2242,0,0,11.9259,10,0,0,0.18182,0.0154,0.0154
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,17,55.2,34.8,55.2,37.8,2.7432,2.1014,1.3054,0,0,8.9384,10,0,0,0.04167,0.0154,0.0154
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,17,61.7,57.3,62.1,53.8,3.2212,1.702,1.8926,0,0,7.2219,10,0,0,-0.03571,0.0154,0.0154
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,18,81.8,5.9,77.5,11.9,6.7499,2.2696,2.974,0,0,10.0542,10,0,0,0.11111,0.0154,0.0154
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,18,75.8,50.2,84.6,70.9,20.5675,7.6927,2.6736,1,0,11.5941,10,0,0,-0.19786,0.0154,0.0154
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,18,70.6,30.9,77.3,29.7,6.224,3.3312,1.8684,0,0,10.0093,10,0,0,0.04286,0.0154,0.0154
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,18,82.2,30.9,80.9,27.3,3.4999,0.4794,7.2999,0,0,4.2462,10,0,0,0.01786,0.0154,0.0154
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,18,80.3,38.0,77.7,32.9,5.2345,1.3326,3.928,1,0,4.9116,10,0,0,-0.19444,0.0154,0.0154
Ligue1_2021_22,3802690,Idrissa Gana Gueye,3436,Paris Saint-Germain,Left Defensive Midfield,1,19,90.5,9.3,91.6,12.1,2.7508,0.8992,3.059,0,0,,,,,,0.0154,0.0154
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,19,71.1,69.7,82.2,77.2,12.2495,1.9804,6.1855,1,0,2.4998,7,0,0,0.0,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,20,55.9,60.9,54.6,57.7,3.1583,0.9925,3.1821,1,0,0.7334,7,0,0,-0.16071,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,21,56.7,63.9,64.0,71.2,9.44,1.7961,5.2559,0,0,4.795,10,0,0,-0.12,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,21,68.7,74.2,66.8,71.4,3.0941,0.464,6.6686,0,0,4.0862,10,0,0,0.0,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,22,67.2,73.1,70.2,65.2,7.7271,1.8207,4.244,0,0,4.4448,10,0,0,0.0375,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,22,75.4,50.2,78.1,53.0,3.5568,1.3425,2.6493,0,0,6.6735,10,0,0,0.04688,0,0
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,22,89.7,60.0,88.6,65.6,5.2185,0.9165,5.694,0,0,2.8389,10,0,0,-0.14286,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,22,80.7,76.1,80.5,72.9,2.9318,0.7414,3.9543,0,0,8.105,10,0,0,-0.04082,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,22,80.3,11.7,84.1,8.3,4.6625,1.4763,3.1582,0,0,12.6553,9,0,0,-0.01562,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,23,86.3,75.9,94.8,69.9,9.5137,2.0924,4.5469,0,1,8.4119,10,0,0,0.21212,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,23,90.8,61.1,86.5,52.1,9.1207,1.4711,6.1999,1,0,1.507,9,0,0,-0.10101,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,23,93.7,13.2,97.2,17.3,4.9293,2.1706,2.2709,1,0,6.6023,10,0,0,0.04167,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,23,62.9,24.7,65.7,32.4,7.4919,2.5124,2.982,0,0,10.6496,10,0,0,-0.0625,0,0.0352
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,23,78.1,36.7,83.9,33.1,6.2421,2.1408,2.9157,1,0,1.8543,10,0,0,0.0,0,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,23,97.2,17.3,100.4,19.0,3.3134,1.2077,2.7435,0,0,8.4033,10,0,0,0.0,0,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,24,98.7,14.9,103.6,17.0,4.8747,1.3725,3.5518,0,0,9.4313,10,0,0,0.0,0,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,24,87.5,4.6,85.2,9.1,4.6211,3.8479,1.2009,0,0,,,,,,0,0.0352
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,24,86.3,68.2,86.9,71.8,3.3372,0.8251,4.0446,1,0,0.6737,10,0,0,-0.08929,0,0.0352
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,24,76.0,56.2,77.1,51.9,4.0585,2.1939,1.8499,0,0,9.1831,10,0,0,-0.12698,0,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,24,101.2,18.3,101.9,11.7,6.0689,0.7585,8.0008,0,0,3.967,10,0,0,0.0,0,0.0352
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,24,30.2,59.8,24.6,63.3,6.0385,1.3697,4.4087,1,0,1.1484,9,0,0,-0.23611,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,25,85.8,41.4,85.4,33.5,7.233,1.6511,4.3808,1,0,,,,,,0.0352,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,25,101.9,21.8,104.9,20.9,2.864,1.7267,1.6587,0,0,7.4597,10,0,0,0.0,0.0352,0.0352
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,25,98.5,29.7,101.4,30.6,2.7765,1.1047,2.5133,1,0,7.6938,8,0,0,0.03571,0.0352,0.0352
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,26,102.9,13.2,103.8,17.7,4.1963,0.7179,5.8448,0,0,3.7345,10,0,0,0.03175,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,26,65.7,72.5,100.9,49.5,38.4488,6.1451,6.2568,0,1,0.9777,10,1,1,0.0,0.0672,0.0672
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,27,64.9,30.5,70.0,22.4,8.7525,1.9363,4.5201,0,0,7.4481,10,0,0,0.18182,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,27,33.0,57.7,41.8,63.1,9.4409,2.4805,3.806,0,0,,,,,,0,0
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,27,75.1,63.1,77.9,68.0,5.1605,1.1663,4.4245,1,0,3.6814,8,0,0,0.08333,0,0
Ligue1_2021_22,3802690,Terem Igobor Moffi,34335,Lorient,Right Center Forward,1,27,79.4,74.0,83.2,73.5,3.5047,3.7137,0.9437,1,0,4.5679,9,0,0,0.05357,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,27,79.0,61.1,79.0,57.9,2.9261,1.4006,2.0892,0,0,7.5761,9,0,0,-0.0625,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,28,75.5,27.8,75.5,19.8,7.3152,1.1817,6.1907,0,0,16.3339,9,0,0,-0.2,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,28,74.7,17.3,75.3,23.5,5.6958,1.7906,3.181,0,0,7.7874,10,0,0,0.08571,0,0
Ligue1_2021_22,3802690,Thomas Monconduit,3770,Lorient,Right Defensive Midfield,1,28,66.8,21.6,70.0,17.1,5.0491,1.3101,3.8541,1,0,2.8435,10,0,0,0.08333,0,0
Ligue1_2021_22,3802690,Laurent Abergel,7260,Lorient,Left Defensive Midfield,1,29,54.4,65.2,54.6,61.3,3.5708,0.6169,5.7883,1,0,3.473,9,0,0,-0.08929,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,29,72.8,56.6,70.8,60.3,3.8459,1.2896,2.9823,0,0,4.6119,10,0,0,-0.03571,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,29,89.9,66.0,113.8,64.1,21.9231,4.6737,4.6907,0,1,4.5543,8,0,0,0.0,0,0
Ligue1_2021_22,3802690,Enzo Le Fée,24959,Lorient,Left Midfield,1,29,100.8,77.2,104.9,77.8,3.789,2.544,1.4894,1,0,4.9167,8,0,0,-0.06667,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,30,44.1,37.2,80.1,42.1,33.2219,4.512,7.363,0,1,,,,,,0,0
Ligue1_2021_22,3802690,Mauro Emanuel Icardi Rivero,6987,Paris Saint-Germain,Left Center Forward,1,30,109.1,47.0,116.6,52.6,8.5588,1.2808,6.6826,1,0,2.8161,6,0,0,-0.01235,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,30,91.4,47.0,91.6,51.3,3.9362,1.6269,2.4194,1,0,6.0423,10,0,0,0.06349,0,0
Ligue1_2021_22,3802690,Dango Aboubacar Faissal Ouattara,95042,Lorient,Right Midfield,1,30,31.3,31.8,41.1,36.5,9.9384,1.3525,7.3479,1,0,1.798,9,1,1,-0.05051,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,30,74.3,3.8,81.6,2.3,6.8146,1.5141,4.5007,0,0,14.1475,10,0,0,0.12,0.081,0.081
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,31,87.1,66.0,90.1,69.2,4.0109,1.1644,3.4447,0,0,5.529,10,0,0,-0.04688,0.081,0.081
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,32,64.7,58.5,64.2,53.2,4.8678,1.8377,2.6489,0,0,7.73,10,0,0,-0.14286,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,32,62.3,46.8,64.7,42.9,4.1873,2.9245,1.4318,0,0,8.8791,10,0,0,0.01562,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,32,61.7,32.7,65.3,38.9,6.5557,2.1031,3.1171,0,0,6.5693,10,0,0,0.05,0,0
Ligue1_2021_22,3802690,Ander Herrera Agüera,3606,Paris Saint-Germain,Right Defensive Midfield,1,32,67.7,46.8,71.1,42.9,4.7311,1.246,3.7971,0,0,8.071,10,0,0,0.10938,0,0
Ligue1_2021_22,3802690,Georginio Wijnaldum,3567,Paris Saint-Germain,Left Midfield,1,32,79.6,65.6,86.3,68.0,6.5077,2.0444,3.1831,0,0,8.6413,10,0,0,-0.0875,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,32,82.2,61.1,81.3,57.7,3.216,0.8737,3.6808,0,0,3.8097,10,0,0,-0.05357,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,32,81.6,59.6,80.5,56.0,3.4421,1.241,2.7737,0,0,6.9949,10,0,0,-0.07143,0,0
Ligue1_2021_22,3802690,Ángel Fabián Di María Hernández,2995,Paris Saint-Germain,Right Midfield,1,33,91.4,2.9,99.5,9.8,9.7297,0.9372,10.3817,0,1,3.2794,10,1,1,0.0,0,0
Ligue1_2021_22,3802690,Thomas Monconduit,3770,Lorient,Right Defensive Midfield,1,34,16.5,20.5,9.7,17.9,6.6569,0.995,6.6905,1,0,2.2716,7,0,0,-0.25,0,0
Ligue1_2021_22,3802690,Lionel Andrés Messi Cuccittini,5503,Paris Saint-Germain,Right Center Forward,1,34,88.8,55.1,93.1,54.1,4.0368,0.9925,4.0673,1,0,1.0593,10,1,1,-0.04762,0.0458,0.0458
