season,match_id,player,player_id,team,position,period,minute,start_x,start_y,end_x,end_y,carry_distance_m,carry_duration_s,carry_speed_ms,under_pressure,progressive_carry,defender_proximity_m,n_opponents_in_frame,lines_broken_2d,line_break_2d,pitch_control_gained,downstream_xg_single_poss,downstream_xg_chain
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,74,8.6,8.6,20.9,3.6,12.1409,1.6515,7.3515,1,0,2.3401,7,0,0,-0.16346,0,0
LaLiga_2020_21,3773523,Robert Navarro Muñoz,47375,Real Sociedad,Right Center Midfield,2,75,73.9,78.2,77.0,74.1,4.7001,1.8757,2.5058,1,0,0.4782,9,1,1,-0.08333,0,0
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,75,85.9,68.3,99.7,62.1,13.8338,2.5435,5.4388,1,1,1.1213,10,2,1,0.0,0,0
LaLiga_2020_21,3773523,Carles Aleña Castillo,13599,Barcelona,Right Defensive Midfield,2,75,27.4,21.7,33.0,24.1,5.5711,1.3019,4.2791,0,0,5.9474,7,0,0,0.02778,0,0
LaLiga_2020_21,3773523,Robert Navarro Muñoz,47375,Real Sociedad,Right Center Midfield,2,75,74.8,30.2,80.9,19.8,11.0249,2.2652,4.8671,0,0,5.3161,10,1,1,0.05,0,0
LaLiga_2020_21,3773523,Robert Navarro Muñoz,47375,Real Sociedad,Right Center Midfield,2,75,91.2,17.7,105.5,23.0,13.9451,1.9965,6.9846,0,1,7.2729,8,1,1,0.09524,0,0
LaLiga_2020_21,3773523,Willian José da Silva,6721,Real Sociedad,Center Forward,2,77,61.1,43.5,55.0,46.4,6.1761,2.4739,2.4965,1,0,0.6489,9,0,0,-0.0375,0.2064,0.2064
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,77,55.8,19.8,63.7,24.9,8.5983,1.6892,5.0901,0,0,10.0068,9,0,0,0.0,0.2064,0.2064
LaLiga_2020_21,3773523,Mikel Merino Zazón,3042,Real Sociedad,Left Center Midfield,2,77,89.3,13.6,92.0,9.0,4.8773,1.8371,2.6548,1,0,6.6618,10,0,0,-0.01389,0.2064,0.2064
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,77,87.6,31.9,88.3,41.3,8.6192,1.4982,5.7532,0,0,5.4421,10,0,0,0.1039,0.2064,0.2064
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,77,78.9,50.5,89.3,45.9,10.3985,2.7389,3.7966,1,1,11.1084,9,0,0,-0.10185,0.2064,0.2064
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,77,89.3,45.9,103.2,36.5,15.3437,4.1128,3.7307,1,1,1.7403,9,1,1,-0.1049,0.2064,0.2064
LaLiga_2020_21,3773523,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Forward,2,79,43.1,52.8,37.8,57.9,6.7257,1.156,5.8179,1,0,5.1999,9,0,0,-0.1358,0,0
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,81,34.8,30.0,37.2,48.1,16.6955,1.7507,9.5363,0,0,3.048,8,0,0,-0.03125,0,0
LaLiga_2020_21,3773523,Martin Braithwaite Christensen,4447,Barcelona,Left Wing,2,81,79.1,25.0,72.1,26.2,6.4942,2.3163,2.8037,1,0,2.4978,10,0,0,-0.24286,0,0
LaLiga_2020_21,3773523,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,82,51.1,16.6,47.2,17.1,3.5953,0.9583,3.7517,0,0,4.7008,9,0,0,-0.07143,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,82,72.1,55.9,88.0,43.9,18.2149,3.3444,5.4463,1,1,8.4901,8,1,1,0.02976,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,82,88.0,43.9,90.4,27.2,15.4274,2.3936,6.4451,1,0,1.2597,7,0,0,-0.125,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,82,90.4,27.2,90.6,24.1,2.8405,0.8404,3.3801,1,0,1.4524,8,0,0,-0.07143,0,0
LaLiga_2020_21,3773523,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Forward,2,82,83.4,25.5,78.1,37.8,12.2468,2.4232,5.054,1,0,39.6398,8,0,0,0.0,0,0
LaLiga_2020_21,3773523,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,82,70.9,26.2,77.9,25.0,6.4942,3.027,2.1454,0,0,8.8722,10,1,1,0.35714,0,0
LaLiga_2020_21,3773523,Martin Braithwaite Christensen,4447,Barcelona,Left Wing,2,82,91.1,21.2,93.1,14.7,6.2186,1.0191,6.1023,1,0,0.6286,10,1,1,0.0,0,0
LaLiga_2020_21,3773523,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,82,79.3,14.9,89.2,17.6,9.3832,2.0674,4.5387,0,1,9.512,9,0,0,0.17045,0,0
LaLiga_2020_21,3773523,Alexander Isak,8819,Real Sociedad,Right Wing,2,82,44.2,67.1,54.1,68.1,9.0986,1.2509,7.2735,1,0,1.1675,8,0,0,0.0,0,0
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,83,64.2,21.3,57.7,20.8,5.9612,1.1202,5.3216,0,0,2.7626,10,0,0,0.02857,0.3384,0.3384
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,83,49.7,34.3,64.9,44.9,16.9448,3.9585,4.2806,0,1,9.9066,10,0,0,0.19048,0.3384,0.3384
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,83,73.9,62.3,81.3,54.1,10.0999,3.1758,3.1803,0,1,13.9615,10,0,0,-0.06364,0.3384,0.3384
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,83,15.4,56.2,37.8,69.2,23.6821,5.6991,4.1554,1,1,8.7506,6,0,0,0.05556,0,0
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,83,82.3,10.9,87.1,12.6,4.6563,1.8876,2.4668,1,0,0.583,10,1,1,-0.11111,0,0
LaLiga_2020_21,3773523,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Forward,2,84,33.0,67.5,24.8,73.5,9.291,2.5108,3.7004,0,0,0.3233,9,0,0,-0.14141,0,0
LaLiga_2020_21,3773523,Carles Aleña Castillo,13599,Barcelona,Right Center Midfield,2,84,42.1,47.7,63.4,32.0,24.1959,3.1527,7.6745,0,1,6.4078,9,0,0,-0.11345,0,0
LaLiga_2020_21,3773523,Martin Braithwaite Christensen,4447,Barcelona,Left Wing,2,84,79.3,16.1,95.5,21.7,15.6734,2.7856,5.6265,1,1,6.6836,5,0,0,0.00741,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,85,5.0,70.4,46.7,72.1,38.1622,4.6618,8.1862,1,1,,,,,,0,0
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,85,66.9,16.0,69.0,20.8,4.7908,1.8001,2.6613,1,0,1.0708,10,1,1,-0.22222,0,0
LaLiga_2020_21,3773523,Willian José da Silva,6721,Real Sociedad,Center Forward,2,87,55.8,48.1,49.0,44.2,7.168,1.316,5.4467,1,0,1.4662,8,0,0,0.0,0,0
LaLiga_2020_21,3773523,Martín Zubimendi Ibáñez,24921,Real Sociedad,Center Defensive Midfield,2,87,56.7,30.9,64.7,30.2,7.3432,2.7068,2.7129,0,0,12.9528,10,0,0,0.02857,0,0
LaLiga_2020_21,3773523,Mikel Merino Zazón,3042,Real Sociedad,Left Center Midfield,2,87,72.9,23.7,72.9,13.8,9.0526,1.8472,4.9008,0,0,2.5401,10,0,0,-0.22727,0,0
LaLiga_2020_21,3773523,Ander Barrenetxea Muguruza,22321,Real Sociedad,Left Wing,2,87,84.2,12.8,88.6,16.0,4.9749,2.719,1.8297,1,0,1.0606,9,1,1,0.0,0,0
LaLiga_2020_21,3773523,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,87,28.1,49.4,59.3,37.8,30.4373,3.841,7.9243,1,1,1.7563,8,1,1,-0.22727,0,0
LaLiga_2020_21,3773523,Martin Braithwaite Christensen,4447,Barcelona,Left Wing,2,87,65.1,19.7,69.4,7.4,11.9146,3.3666,3.5391,1,0,1.6701,7,1,1,0.0,0,0
LaLiga_2020_21,3773523,Robert Navarro Muñoz,47375,Real Sociedad,Right Center Midfield,2,88,48.0,59.4,54.3,54.6,7.2423,1.5909,4.5524,1,0,1.4371,10,0,0,0.01111,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,88,49.9,65.3,45.3,70.4,6.2801,1.4358,4.3741,1,0,2.882,10,0,0,0.0,0,0
LaLiga_2020_21,3773523,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Forward,2,89,59.0,27.7,53.0,28.7,5.5621,1.993,2.7908,0,0,2.9787,10,0,0,-0.06349,0,0
LaLiga_2020_21,3773523,Martin Braithwaite Christensen,4447,Barcelona,Left Wing,2,89,92.3,15.1,97.4,15.1,4.6634,2.5834,1.8052,0,0,4.6852,9,0,0,0.0,0,0
LaLiga_2020_21,3773523,Miralem Pjanić,6947,Barcelona,Center Defensive Midfield,2,89,74.0,32.0,75.0,25.8,5.7425,2.5112,2.2868,0,0,5.3778,9,0,0,-0.01429,0,0
LaLiga_2020_21,3773523,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,89,66.8,1.4,62.9,2.6,3.7312,2.4745,1.5078,0,0,6.5984,10,0,0,0.0,0,0
LaLiga_2020_21,3773523,Robert Navarro Muñoz,47375,Real Sociedad,Right Center Midfield,2,89,39.1,77.7,32.8,76.8,5.8192,0.9009,6.4593,0,0,2.4093,10,0,0,-0.36,0,0
LaLiga_2020_21,3773523,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,91,7.4,62.4,4.5,66.5,4.5921,0.771,5.9557,1,0,,,,,,0,0
